=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.01.08 16:17:02 =~=~=~=~=~=~=~=~=~=~=~=
-0.89	0.06	-0.46	0.43	1.34	-1.16	0.60	-0.81	-0.03	0.98	0.00	0.00
-0.89	0.06	-0.46	0.61	1.16	-0.79	0.60	-0.82	-0.03	1.04	0.06	0.43
-0.89	0.06	-0.46	0.85	0.92	-0.55	0.60	-0.81	-0.03	1.04	0.06	0.61
-0.89	0.06	-0.46	1.28	0.06	-0.06	0.60	-0.81	-0.03	0.73	0.24	0.61
-0.89	0.05	-0.46	0.92	-0.12	-0.06	0.60	-0.81	-0.03	0.73	0.31	0.73
-0.89	0.05	-0.46	0.49	-0.18	-0.61	0.60	-0.81	-0.02	0.85	0.18	0.92
-0.89	0.05	-0.46	0.37	-0.06	-0.55	0.60	-0.81	-0.02	0.73	0.43	0.92
-0.89	0.06	-0.46	0.49	0.49	0.06	0.60	-0.81	-0.02	0.79	0.61	1.10
-0.89	0.05	-0.46	0.43	1.10	0.18	0.60	-0.81	-0.02	0.98	0.79	1.40
-0.89	0.05	-0.46	0.37	1.22	0.06	0.61	-0.81	-0.02	0.92	0.73	1.46	186.91	151.46	206.25	215.92	148.24	173.23	62.33	189.89	-91.45	-36.75	113.10
-0.89	0.06	-0.46	0.18	1.16	-0.31	0.61	-0.81	-0.02	1.59	0.18	0.98
-0.89	0.05	-0.46	0.18	1.04	-0.43	0.60	-0.81	-0.02	1.22	0.37	1.16
-0.89	0.06	-0.46	0.49	0.61	-0.12	0.60	-0.81	-0.02	1.10	0.43	1.34
-0.89	0.05	-0.46	0.55	0.37	0.18	0.61	-0.81	-0.02	0.85	0.43	1.16
-0.89	0.05	-0.46	0.55	0.31	0.24	0.61	-0.80	-0.02	0.79	0.18	1.10
-0.89	0.05	-0.46	0.61	0.12	0.37	0.61	-0.80	-0.02	1.10	0.12	1.16
-0.89	0.06	-0.46	0.67	0.06	0.55	0.61	-0.80	-0.01	1.22	0.06	1.16
-0.89	0.05	-0.46	0.85	0.06	0.85	0.61	-0.80	-0.02	1.46	-0.24	0.85
-0.89	0.05	-0.46	0.92	0.12	0.73	0.61	-0.80	-0.02	1.53	-0.43	0.73
-0.89	0.05	-0.46	0.67	0.43	0.55	0.61	-0.80	-0.01	1.83	-0.24	0.61	177.25	145.02	209.47	212.70	145.02	173.62	62.36	190.19	-91.08	-37.23	112.93
-0.89	0.05	-0.47	0.61	0.85	0.18	0.61	-0.80	-0.02	2.50	0.18	0.43
-0.89	0.05	-0.46	0.61	0.79	0.12	0.61	-0.80	-0.02	2.99	0.06	0.43
-0.89	0.05	-0.46	0.43	0.61	0.43	0.61	-0.81	-0.02	2.99	0.06	0.43
-0.89	0.05	-0.46	0.31	0.43	0.37	0.60	-0.81	-0.02	2.93	0.43	0.43
-0.89	0.05	-0.46	0.43	0.37	0.12	0.60	-0.81	-0.02	2.38	0.73	0.31
-0.89	0.05	-0.46	0.18	0.31	0.12	0.61	-0.81	-0.02	2.20	0.85	0.18
-0.89	0.05	-0.46	0.31	0.24	0.37	0.61	-0.80	-0.02	2.44	0.61	0.31
-0.89	0.05	-0.46	0.37	0.31	0.43	0.61	-0.81	-0.02	2.38	0.73	0.24
-0.89	0.05	-0.46	0.31	0.37	0.61	0.61	-0.81	-0.02	2.32	0.92	0.24
-0.89	0.05	-0.46	0.31	0.49	0.55	0.60	-0.81	-0.02	1.95	1.04	0.49	177.25	145.02	203.03	219.14	148.24	173.65	62.47	190.18	-91.35	-36.86	113.18
-0.89	0.05	-0.46	0.61	0.37	0.67	0.61	-0.81	-0.02	1.28	0.98	0.55
-0.89	0.05	-0.46	0.61	0.31	0.67	0.61	-0.81	-0.03	1.10	0.61	0.49
-0.89	0.05	-0.46	0.61	0.37	0.79	0.61	-0.81	-0.03	0.92	0.49	0.49
-0.89	0.05	-0.46	0.43	0.43	0.73	0.61	-0.81	-0.02	0.79	0.55	0.55
-0.89	0.04	-0.46	0.67	0.61	0.37	0.61	-0.81	-0.02	0.67	0.55	0.49
-0.89	0.04	-0.46	0.43	0.55	-0.12	0.61	-0.81	-0.02	0.55	0.73	0.61
-0.89	0.05	-0.46	0.31	0.31	-0.43	0.61	-0.81	-0.02	0.24	0.61	0.49
-0.89	0.05	-0.46	0.55	0.18	-0.31	0.60	-0.81	-0.02	-0.12	0.79	0.61
-0.89	0.04	-0.46	0.67	0.43	-0.37	0.60	-0.81	-0.02	-0.18	0.98	0.79
-0.89	0.05	-0.46	0.55	0.55	-0.43	0.61	-0.81	-0.02	-0.18	0.98	0.85	174.02	141.80	209.47	219.14	148.24	174.21	62.35	190.62	-91.56	-36.88	113.28
-0.89	0.05	-0.46	0.49	1.10	-0.37	0.61	-0.80	-0.02	0.37	0.85	1.04
-0.89	0.05	-0.46	0.67	1.16	-0.37	0.61	-0.80	-0.02	0.73	0.98	1.22
-0.89	0.05	-0.46	0.79	0.92	-0.43	0.61	-0.80	-0.02	0.73	0.98	1.10
-0.89	0.05	-0.46	0.92	0.49	-0.24	0.61	-0.80	-0.02	0.73	0.98	1.04
-0.89	0.05	-0.46	0.98	0.37	-0.24	0.61	-0.81	-0.02	0.67	0.61	0.85
-0.89	0.05	-0.46	0.98	0.06	-0.49	0.60	-0.81	-0.03	0.67	0.55	1.10
-0.89	0.05	-0.47	0.98	0.06	-0.43	0.61	-0.81	-0.03	0.61	0.67	1.40
-0.89	0.05	-0.46	1.22	0.12	-0.06	0.61	-0.81	-0.02	0.61	0.55	1.40
-0.89	0.05	-0.46	1.04	0.12	-0.06	0.61	-0.81	-0.02	0.55	0.43	1.40
-0.89	0.05	-0.46	0.85	0.31	-0.24	0.61	-0.81	-0.02	0.37	0.49	1.22	186.91	148.24	225.59	215.92	151.46	173.91	62.42	190.31	-91.60	-37.02	113.29
-0.89	0.05	-0.46	0.92	0.61	-0.24	0.61	-0.81	-0.02	0.24	0.18	0.98
-0.89	0.05	-0.46	1.28	0.79	-0.12	0.61	-0.80	-0.02	0.43	0.12	0.98
-0.89	0.05	-0.46	1.10	0.61	-0.18	0.61	-0.81	-0.02	0.61	0.37	1.16
-0.89	0.05	-0.46	0.85	0.43	-0.67	0.61	-0.80	-0.02	0.31	0.24	1.04
-0.89	0.05	-0.46	0.98	0.37	-0.92	0.62	-0.80	-0.02	0.37	0.37	0.73
-0.89	0.05	-0.46	1.04	0.31	-0.67	0.61	-0.80	-0.02	0.55	0.24	0.61
-0.89	0.05	-0.46	1.28	0.24	-0.24	0.62	-0.80	-0.02	0.79	0.24	0.49
-0.89	0.05	-0.46	1.34	0.06	-0.31	0.61	-0.80	-0.02	0.92	0.24	0.37
-0.89	0.05	-0.47	1.46	0.18	-0.18	0.61	-0.80	-0.02	0.79	0.24	0.49
-0.89	0.05	-0.46	1.83	0.43	-0.06	0.61	-0.81	-0.02	0.79	0.24	0.49	177.25	151.46	212.70	212.70	148.24	173.69	62.28	190.03	-91.18	-37.25	113.05
-0.89	0.04	-0.46	1.71	0.67	0.24	0.61	-0.81	-0.02	0.79	1.16	0.67
-0.89	0.04	-0.46	1.46	0.73	-0.61	0.61	-0.80	-0.02	0.92	1.10	0.49
-0.89	0.05	-0.46	1.16	0.61	-1.10	0.61	-0.80	-0.02	0.73	1.04	0.37
-0.89	0.05	-0.46	1.40	0.31	-1.34	0.61	-0.80	-0.02	1.28	0.73	0.61
-0.89	0.05	-0.46	1.40	0.37	-1.34	0.61	-0.80	-0.02	1.40	0.73	0.61
-0.89	0.06	-0.47	1.28	0.31	-1.16	0.61	-0.80	-0.02	1.59	0.43	0.55
-0.89	0.05	-0.47	1.34	0.49	-1.10	0.61	-0.80	-0.02	1.65	0.24	0.43
